baseline_method,ci95_difference_high,ci95_difference_low,direction,focal_method,improvement_ci95_high,improvement_ci95_low,improvement_difference,mean_difference,metric,n_pairs,sample_std_difference,sem_difference
latest_report,0.4128223093773124,-0.35732847011069296,diagnostic,source_memory,,,,0.02774691963330972,final_attacker_trust_mean,2,0.04285928410644888,0.030306090428470822
latest_report,2117.1341749370004,-1504.1341749370001,higher_better,source_memory,2117.1341749370004,-1504.1341749370001,306.5,306.5,malicious_reports_operationally_ignored,2,201.52543263816605,142.5
latest_report,18.5593071046,-19.5593071046,lower_better,source_memory,19.5593071046,-18.5593071046,0.5,-0.5,attack_induced_path_changes,2,2.1213203435596424,1.4999999999999998
latest_report,11.44833765542604,-13.28963352924398,lower_better,source_memory,13.28963352924398,-11.44833765542604,0.9206479369089706,-0.9206479369089706,attack_route_penalty_mean,2,1.3766807272801456,0.9734602777886189
latest_report,440.3394822444544,-507.24693296200724,lower_better,source_memory,507.24693296200724,-440.3394822444544,33.453725358776424,-33.453725358776424,attack_route_penalty_max,2,52.733667830271536,37.28833411962389
latest_report,445.0374550482055,-517.0592434906238,lower_better,source_memory,517.0592434906238,-445.0374550482055,36.010894221209156,-36.010894221209156,attack_route_penalty_total,2,53.541172506460335,37.85932615199684
latest_report,4.776726698495824,-5.220682742451868,lower_better,source_memory,5.220682742451868,-4.776726698495824,0.221978021978022,-0.221978021978022,attack_extra_path_length_mean,2,0.5563609399226023,0.3934065934065934
latest_report,167.88686630959998,-187.88686630959998,lower_better,source_memory,187.88686630959998,-167.88686630959998,10.0,-10.0,attack_extra_path_length_max,2,19.79898987322333,13.999999999999998
latest_report,181.593071046,-199.593071046,lower_better,source_memory,199.593071046,-181.593071046,9.0,-9.0,attack_extra_path_length_total,2,21.213203435596427,15.0
latest_report,-79.5875905272,-130.4124094728,lower_better,source_memory,130.4124094728,79.5875905272,105.0,-105.0,steps_route_affected_by_attacker,2,2.8284271247461903,2.0
latest_report,0.43870456746134934,-0.5787638102740661,diagnostic,source_memory,,,,-0.07002962140635835,recovery_start_attacker_trust_mean,2,0.05662263472573553,0.04003824898321648
latest_report,0.9741390897291644,-0.775605190157723,diagnostic,source_memory,,,,0.0992669497857207,recovery_trust_gain,2,0.09737416257003721,0.06885393066563461
latest_report,0.0,0.0,higher_better,source_memory,0.0,0.0,0.0,0.0,deliveries_during_recon,2,0.0,0.0
latest_report,20.5593071046,-17.5593071046,higher_better,source_memory,20.5593071046,-17.5593071046,1.5,1.5,deliveries_during_attack,2,2.1213203435596424,1.4999999999999998
latest_report,6.8531023682,-5.8531023682,higher_better,source_memory,6.8531023682,-5.8531023682,0.5,0.5,deliveries_during_recovery,2,0.7071067811865476,0.5
latest_report,81.2372284184,-71.2372284184,lower_better,source_memory,71.2372284184,-81.2372284184,-5.0,5.0,traffic_wait_steps_during_attack,2,8.48528137423857,5.999999999999999
latest_report,51.971716577399995,-36.971716577399995,lower_better,source_memory,36.971716577399995,-51.971716577399995,-7.5,7.5,replans_during_attack,2,4.949747468305833,3.4999999999999996
latest_report,0.9930442816635292,-3.043044281663529,lower_better,source_memory,3.043044281663529,-0.9930442816635292,1.025,-1.025,mean_influential_fake_cells_during_attack,2,0.2246103893180798,0.1588235294117647
latest_report,0.9930442816635292,-3.043044281663529,lower_better,source_memory,3.043044281663529,-0.9930442816635292,1.025,-1.025,attack_mean_influential_fake_cells,2,0.2246103893180798,0.1588235294117647
latest_report,0.015096340942647044,-0.0783316350602941,lower_better,source_memory,0.0783316350602941,-0.015096340942647044,0.03161764705882353,-0.03161764705882353,attack_fraction_samples_influenced,2,0.005199314567548142,0.0036764705882352928
latest_report,1.8547501562572077,-2.5416726076528033,lower_better,source_memory,2.5416726076528033,-1.8547501562572077,0.3434612256977978,-0.3434612256977978,attack_mean_attacker_route_cost,2,0.24466317156199546,0.17300298771809466
latest_report,0.015096340942647044,-0.0783316350602941,lower_better,source_memory,0.0783316350602941,-0.015096340942647044,0.03161764705882353,-0.03161764705882353,attack_fraction_route_affected,2,0.005199314567548142,0.0036764705882352928
